571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571
001,010,010,010,010,010,010,010,010,020,010,010,010,010,010,010,010,010,010,010,010,010,010,010,011
001,010,010,010,010,010,010,010,010,020,010,010,010,010,010,010,010,010,010,010,010,010,010,010,011
001,010,010,010,010,010,010,010,010,020,010,010,010,010,010,010,010,010,010,010,010,010,010,010,011
001,010,010,010,010,010,010,010,010,020,010,010,010,010,010,010,010,010,010,010,010,010,010,010,011
001,010,010,010,010,010,010,010,010,020,010,010,010,010,010,010,010,010,010,010,010,010,010,010,011
001,010,010,010,010,010,010,010,010,020,010,010,010,010,010,010,010,010,010,010,010,010,010,010,011
001,010,010,010,010,010,010,010,010,020,010,010,010,010,010,010,010,010,010,010,010,010,010,010,011
001,010,010,010,010,010,010,010,380,020,010,010,010,010,010,010,010,010,010,010,010,010,010,010,011
001,010,010,010,010,010,010,010,010,020,010,010,010,010,010,010,010,010,010,010,010,010,010,010,011
001,010,010,010,010,010,010,010,010,020,010,010,010,010,010,010,010,010,010,010,010,010,010,010,011
001,010,010,010,010,010,010,010,010,020,010,010,010,010,010,010,010,010,010,010,010,010,010,010,011
001,010,010,010,010,010,010,010,010,020,010,010,010,010,010,010,010,010,010,010,010,010,010,010,011
001,010,010,010,010,010,010,010,010,020,010,010,010,010,010,010,010,010,010,010,010,010,010,010,011
001,010,010,010,010,010,010,010,010,020,010,010,010,010,010,010,010,010,010,010,010,010,010,010,011
001,010,010,010,010,010,010,010,010,020,010,010,010,010,010,010,010,010,010,010,010,010,010,010,011
001,010,010,010,010,010,010,010,010,020,010,010,010,010,010,010,010,010,010,010,010,010,010,010,011
001,010,010,010,010,010,010,010,010,020,010,010,010,010,010,010,010,010,010,010,010,010,010,010,011
001,010,010,010,010,010,010,010,010,020,010,010,010,010,010,010,010,010,010,010,010,010,010,010,011
001,011,011,011,011,011,011,011,011,021,011,011,011,011,011,011,011,011,011,011,011,011,011,011,011
